1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2077, plains, twilightforest:clearing, MONSTER, twilightforest:kobold, 10, 2, 4
2078, plains, twilightforest:clearing, MONSTER, minecraft:bat, 10, 1, 2
2079, plains, twilightforest:clearing, MONSTER, player_mobs:player_mob, 80, 4, 4
2080, plains, twilightforest:clearing, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2081, plains, twilightforest:clearing, MONSTER, quark:toretoise, 80, 2, 4
2082, plains, twilightforest:clearing, MONSTER, quark:stoneling, 80, 1, 1
2083, plains, twilightforest:clearing, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
2084, plains, twilightforest:clearing, CREATURE, twilightforest:boar, 10, 4, 4
2085, plains, twilightforest:clearing, CREATURE, minecraft:chicken, 10, 4, 4
2086, plains, twilightforest:clearing, CREATURE, twilightforest:deer, 15, 4, 5
2087, plains, twilightforest:clearing, CREATURE, minecraft:wolf, 10, 4, 4
2088, plains, twilightforest:clearing, CREATURE, twilightforest:tiny_bird, 15, 4, 8
2089, plains, twilightforest:clearing, CREATURE, twilightforest:squirrel, 10, 2, 4
2090, plains, twilightforest:clearing, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
2091, plains, twilightforest:clearing, CREATURE, twilightforest:raven, 10, 1, 2
2092, plains, twilightforest:clearing, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2093, plains, twilightforest:clearing, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2094, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2095, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2096, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2097, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2098, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2099, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2100, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2101, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2102, plains, twilightforest:clearing, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2103, savanna, twilightforest:oak_savannah, MONSTER, minecraft:spider, 10, 4, 4
2104, savanna, twilightforest:oak_savannah, MONSTER, minecraft:zombie, 10, 4, 4
2105, savanna, twilightforest:oak_savannah, MONSTER, minecraft:skeleton, 10, 4, 4
2106, savanna, twilightforest:oak_savannah, MONSTER, minecraft:slime, 10, 4, 4
2107, savanna, twilightforest:oak_savannah, MONSTER, minecraft:enderman, 5, 1, 4
2108, savanna, twilightforest:oak_savannah, MONSTER, twilightforest:kobold, 10, 2, 4
2109, savanna, twilightforest:oak_savannah, MONSTER, minecraft:bat, 10, 1, 2
2110, savanna, twilightforest:oak_savannah, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
2111, savanna, twilightforest:oak_savannah, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2112, savanna, twilightforest:oak_savannah, MONSTER, player_mobs:player_mob, 80, 4, 4
2113, savanna, twilightforest:oak_savannah, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2114, savanna, twilightforest:oak_savannah, MONSTER, quark:toretoise, 80, 2, 4
2115, savanna, twilightforest:oak_savannah, MONSTER, quark:stoneling, 80, 1, 1
2116, savanna, twilightforest:oak_savannah, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
2117, savanna, twilightforest:oak_savannah, CREATURE, twilightforest:boar, 10, 4, 4
2118, savanna, twilightforest:oak_savannah, CREATURE, minecraft:chicken, 10, 4, 4
2119, savanna, twilightforest:oak_savannah, CREATURE, twilightforest:deer, 15, 4, 5
2120, savanna, twilightforest:oak_savannah, CREATURE, minecraft:wolf, 10, 4, 4
2121, savanna, twilightforest:oak_savannah, CREATURE, twilightforest:tiny_bird, 15, 4, 8
2122, savanna, twilightforest:oak_savannah, CREATURE, twilightforest:squirrel, 10, 2, 4
2123, savanna, twilightforest:oak_savannah, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
2124, savanna, twilightforest:oak_savannah, CREATURE, twilightforest:raven, 10, 1, 2
2125, savanna, twilightforest:oak_savannah, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2126, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2127, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2128, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2129, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2130, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2131, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2132, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2133, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2134, savanna, twilightforest:oak_savannah, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2135, river, twilightforest:stream, MONSTER, minecraft:spider, 10, 4, 4
2136, river, twilightforest:stream, MONSTER, minecraft:zombie, 10, 4, 4
2137, river, twilightforest:stream, MONSTER, minecraft:skeleton, 10, 4, 4
2138, river, twilightforest:stream, MONSTER, minecraft:creeper, 10, 4, 4
2139, river, twilightforest:stream, MONSTER, minecraft:slime, 10, 4, 4
2140, river, twilightforest:stream, MONSTER, minecraft:enderman, 5, 1, 4
2141, river, twilightforest:stream, MONSTER, twilightforest:kobold, 10, 2, 4
2142, river, twilightforest:stream, MONSTER, minecraft:bat, 10, 1, 2
2143, river, twilightforest:stream, MONSTER, player_mobs:player_mob, 80, 4, 4
2144, river, twilightforest:stream, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2145, river, twilightforest:stream, MONSTER, quark:toretoise, 80, 2, 4
2146, river, twilightforest:stream, MONSTER, quark:stoneling, 80, 1, 1
2147, river, twilightforest:stream, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
2148, river, twilightforest:stream, CREATURE, twilightforest:boar, 10, 4, 4
2149, river, twilightforest:stream, CREATURE, minecraft:chicken, 10, 4, 4
2150, river, twilightforest:stream, CREATURE, twilightforest:deer, 15, 4, 5
2151, river, twilightforest:stream, CREATURE, minecraft:wolf, 10, 4, 4
2152, river, twilightforest:stream, CREATURE, twilightforest:tiny_bird, 15, 4, 8
2153, river, twilightforest:stream, CREATURE, twilightforest:squirrel, 10, 2, 4
2154, river, twilightforest:stream, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
2155, river, twilightforest:stream, CREATURE, twilightforest:raven, 10, 1, 2
2156, river, twilightforest:stream, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2157, river, twilightforest:stream, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2158, river, twilightforest:stream, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2159, river, twilightforest:stream, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2160, river, twilightforest:stream, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2161, river, twilightforest:stream, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2162, river, twilightforest:stream, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2163, river, twilightforest:stream, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2164, river, twilightforest:stream, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2165, river, twilightforest:stream, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2166, ocean, twilightforest:lake, MONSTER, minecraft:spider, 10, 4, 4
2167, ocean, twilightforest:lake, MONSTER, minecraft:zombie, 10, 4, 4
2168, ocean, twilightforest:lake, MONSTER, minecraft:skeleton, 10, 4, 4
2169, ocean, twilightforest:lake, MONSTER, minecraft:creeper, 10, 4, 4
2170, ocean, twilightforest:lake, MONSTER, minecraft:slime, 10, 4, 4
2171, ocean, twilightforest:lake, MONSTER, minecraft:enderman, 5, 1, 4
2172, ocean, twilightforest:lake, MONSTER, twilightforest:kobold, 10, 2, 4
2173, ocean, twilightforest:lake, MONSTER, minecraft:bat, 10, 1, 2
2174, ocean, twilightforest:lake, MONSTER, player_mobs:player_mob, 80, 4, 4
2175, ocean, twilightforest:lake, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2176, ocean, twilightforest:lake, MONSTER, quark:toretoise, 80, 2, 4
2177, ocean, twilightforest:lake, MONSTER, quark:stoneling, 80, 1, 1
2178, ocean, twilightforest:lake, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
2179, ocean, twilightforest:lake, CREATURE, twilightforest:boar, 10, 4, 4
2180, ocean, twilightforest:lake, CREATURE, minecraft:chicken, 10, 4, 4
2181, ocean, twilightforest:lake, CREATURE, twilightforest:deer, 15, 4, 5
2182, ocean, twilightforest:lake, CREATURE, minecraft:wolf, 10, 4, 4
2183, ocean, twilightforest:lake, CREATURE, twilightforest:tiny_bird, 15, 4, 8
2184, ocean, twilightforest:lake, CREATURE, twilightforest:squirrel, 10, 2, 4
2185, ocean, twilightforest:lake, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
2186, ocean, twilightforest:lake, CREATURE, twilightforest:raven, 10, 1, 2
2187, ocean, twilightforest:lake, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2188, ocean, twilightforest:lake, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
2189, ocean, twilightforest:lake, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
2190, ocean, twilightforest:lake, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
2191, ocean, twilightforest:lake, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
2192, ocean, twilightforest:lake, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
2193, forest, twilightforest:mushroom_forest, MONSTER, minecraft:spider, 10, 4, 4
2194, forest, twilightforest:mushroom_forest, MONSTER, minecraft:zombie, 10, 4, 4
2195, forest, twilightforest:mushroom_forest, MONSTER, minecraft:skeleton, 10, 4, 4
2196, forest, twilightforest:mushroom_forest, MONSTER, minecraft:creeper, 10, 4, 4
2197, forest, twilightforest:mushroom_forest, MONSTER, minecraft:slime, 10, 4, 4
2198, forest, twilightforest:mushroom_forest, MONSTER, minecraft:enderman, 5, 1, 4
2199, forest, twilightforest:mushroom_forest, MONSTER, twilightforest:kobold, 10, 2, 4
2200, forest, twilightforest:mushroom_forest, MONSTER, minecraft:bat, 10, 1, 2
2201, forest, twilightforest:mushroom_forest, MONSTER, player_mobs:player_mob, 80, 4, 4
2202, forest, twilightforest:mushroom_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2203, forest, twilightforest:mushroom_forest, MONSTER, quark:toretoise, 80, 2, 4
2204, forest, twilightforest:mushroom_forest, MONSTER, quark:stoneling, 80, 1, 1
2205, forest, twilightforest:mushroom_forest, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
2206, forest, twilightforest:mushroom_forest, CREATURE, twilightforest:boar, 10, 4, 4
2207, forest, twilightforest:mushroom_forest, CREATURE, minecraft:chicken, 10, 4, 4
2208, forest, twilightforest:mushroom_forest, CREATURE, twilightforest:deer, 15, 4, 5
2209, forest, twilightforest:mushroom_forest, CREATURE, minecraft:wolf, 10, 4, 4
2210, forest, twilightforest:mushroom_forest, CREATURE, twilightforest:tiny_bird, 15, 4, 8
2211, forest, twilightforest:mushroom_forest, CREATURE, twilightforest:squirrel, 10, 2, 4
2212, forest, twilightforest:mushroom_forest, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
2213, forest, twilightforest:mushroom_forest, CREATURE, twilightforest:raven, 10, 1, 2
2214, forest, twilightforest:mushroom_forest, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2215, forest, twilightforest:mushroom_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2216, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2217, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2218, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2219, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2220, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2221, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2222, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2223, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2224, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
2225, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2226, forest, twilightforest:mushroom_forest, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
2227, forest, twilightforest:dense_mushroom_forest, MONSTER, minecraft:spider, 10, 4, 4
2228, forest, twilightforest:dense_mushroom_forest, MONSTER, minecraft:zombie, 10, 4, 4
2229, forest, twilightforest:dense_mushroom_forest, MONSTER, minecraft:skeleton, 10, 4, 4
2230, forest, twilightforest:dense_mushroom_forest, MONSTER, minecraft:creeper, 10, 4, 4
2231, forest, twilightforest:dense_mushroom_forest, MONSTER, minecraft:slime, 10, 4, 4
2232, forest, twilightforest:dense_mushroom_forest, MONSTER, minecraft:enderman, 5, 1, 4
2233, forest, twilightforest:dense_mushroom_forest, MONSTER, twilightforest:kobold, 10, 2, 4
2234, forest, twilightforest:dense_mushroom_forest, MONSTER, minecraft:bat, 10, 1, 2
2235, forest, twilightforest:dense_mushroom_forest, MONSTER, player_mobs:player_mob, 80, 4, 4
2236, forest, twilightforest:dense_mushroom_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2237, forest, twilightforest:dense_mushroom_forest, MONSTER, quark:toretoise, 80, 2, 4
2238, forest, twilightforest:dense_mushroom_forest, MONSTER, quark:stoneling, 80, 1, 1
2239, forest, twilightforest:dense_mushroom_forest, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
2240, forest, twilightforest:dense_mushroom_forest, CREATURE, twilightforest:boar, 10, 4, 4
2241, forest, twilightforest:dense_mushroom_forest, CREATURE, minecraft:chicken, 10, 4, 4
2242, forest, twilightforest:dense_mushroom_forest, CREATURE, twilightforest:deer, 15, 4, 5
2243, forest, twilightforest:dense_mushroom_forest, CREATURE, minecraft:wolf, 10, 4, 4
2244, forest, twilightforest:dense_mushroom_forest, CREATURE, twilightforest:tiny_bird, 15, 4, 8
2245, forest, twilightforest:dense_mushroom_forest, CREATURE, twilightforest:squirrel, 10, 2, 4
2246, forest, twilightforest:dense_mushroom_forest, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
2247, forest, twilightforest:dense_mushroom_forest, CREATURE, twilightforest:raven, 10, 1, 2
2248, forest, twilightforest:dense_mushroom_forest, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2249, forest, twilightforest:dense_mushroom_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2250, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2251, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2252, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2253, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2254, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2255, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2256, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2257, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2258, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
2259, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2260, forest, twilightforest:dense_mushroom_forest, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
2261, forest, twilightforest:enchanted_forest, MONSTER, minecraft:spider, 10, 4, 4
2262, forest, twilightforest:enchanted_forest, MONSTER, minecraft:zombie, 10, 4, 4
2263, forest, twilightforest:enchanted_forest, MONSTER, minecraft:skeleton, 10, 4, 4
2264, forest, twilightforest:enchanted_forest, MONSTER, minecraft:creeper, 10, 4, 4
2265, forest, twilightforest:enchanted_forest, MONSTER, minecraft:slime, 10, 4, 4
2266, forest, twilightforest:enchanted_forest, MONSTER, minecraft:enderman, 5, 1, 4
2267, forest, twilightforest:enchanted_forest, MONSTER, twilightforest:kobold, 10, 2, 4
2268, forest, twilightforest:enchanted_forest, MONSTER, minecraft:bat, 10, 1, 2
2269, forest, twilightforest:enchanted_forest, MONSTER, player_mobs:player_mob, 80, 4, 4
2270, forest, twilightforest:enchanted_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2271, forest, twilightforest:enchanted_forest, MONSTER, quark:toretoise, 80, 2, 4
2272, forest, twilightforest:enchanted_forest, MONSTER, quark:stoneling, 80, 1, 1
2273, forest, twilightforest:enchanted_forest, CREATURE, twilightforest:bighorn_sheep, 12, 4, 4
2274, forest, twilightforest:enchanted_forest, CREATURE, twilightforest:boar, 10, 4, 4
2275, forest, twilightforest:enchanted_forest, CREATURE, minecraft:chicken, 10, 4, 4
2276, forest, twilightforest:enchanted_forest, CREATURE, twilightforest:deer, 15, 4, 5
2277, forest, twilightforest:enchanted_forest, CREATURE, minecraft:wolf, 10, 4, 4
2278, forest, twilightforest:enchanted_forest, CREATURE, twilightforest:tiny_bird, 15, 4, 8
2279, forest, twilightforest:enchanted_forest, CREATURE, twilightforest:squirrel, 10, 2, 4
2280, forest, twilightforest:enchanted_forest, CREATURE, twilightforest:dwarf_rabbit, 10, 4, 5
2281, forest, twilightforest:enchanted_forest, CREATURE, twilightforest:raven, 10, 1, 2
2282, forest, twilightforest:enchanted_forest, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2283, forest, twilightforest:enchanted_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2284, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2285, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2286, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2287, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2288, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2289, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2290, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2291, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2292, forest, twilightforest:enchanted_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2293, forest, twilightforest:spooky_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2294, forest, twilightforest:spooky_forest, MONSTER, quark:toretoise, 80, 2, 4
2295, forest, twilightforest:spooky_forest, MONSTER, quark:stoneling, 80, 1, 1
2296, forest, twilightforest:spooky_forest, CREATURE, minecraft:spider, 50, 1, 4
2297, forest, twilightforest:spooky_forest, CREATURE, minecraft:skeleton, 20, 1, 4
2298, forest, twilightforest:spooky_forest, CREATURE, twilightforest:skeleton_druid, 10, 1, 1
2299, forest, twilightforest:spooky_forest, CREATURE, minecraft:bat, 20, 4, 4
2300, forest, twilightforest:spooky_forest, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2301, forest, twilightforest:spooky_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2302, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2303, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2304, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2305, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2306, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2307, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2308, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2309, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2310, forest, twilightforest:spooky_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2311, swamp, twilightforest:swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
2312, swamp, twilightforest:swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2313, swamp, twilightforest:swamp, MONSTER, rottencreatures:swampy, 80, 4, 4
2314, swamp, twilightforest:swamp, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2315, swamp, twilightforest:swamp, MONSTER, quark:toretoise, 80, 2, 4
2316, swamp, twilightforest:swamp, MONSTER, quark:stoneling, 80, 1, 1
2317, swamp, twilightforest:swamp, CREATURE, minecraft:creeper, 10, 4, 4
2318, swamp, twilightforest:swamp, CREATURE, minecraft:zombie, 10, 4, 4
2319, swamp, twilightforest:swamp, CREATURE, twilightforest:mosquito_swarm, 10, 1, 1
2320, swamp, twilightforest:swamp, CREATURE, aquaculture:box_turtle, 10, 1, 2
2321, swamp, twilightforest:swamp, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2322, swamp, twilightforest:swamp, CREATURE, quark:frog, 40, 1, 3
2323, swamp, twilightforest:swamp, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2324, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2325, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2326, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2327, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2328, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2329, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2330, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2331, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2332, swamp, twilightforest:swamp, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2333, swamp, twilightforest:fire_swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
2334, swamp, twilightforest:fire_swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2335, swamp, twilightforest:fire_swamp, MONSTER, rottencreatures:swampy, 80, 4, 4
2336, swamp, twilightforest:fire_swamp, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2337, swamp, twilightforest:fire_swamp, MONSTER, quark:toretoise, 80, 2, 4
2338, swamp, twilightforest:fire_swamp, MONSTER, quark:stoneling, 80, 1, 1
2339, swamp, twilightforest:fire_swamp, CREATURE, aquaculture:box_turtle, 10, 1, 2
2340, swamp, twilightforest:fire_swamp, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2341, swamp, twilightforest:fire_swamp, CREATURE, quark:frog, 40, 1, 3
2342, swamp, twilightforest:fire_swamp, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2343, swamp, twilightforest:fire_swamp, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2344, swamp, twilightforest:fire_swamp, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2345, swamp, twilightforest:fire_swamp, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2346, swamp, twilightforest:fire_swamp, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2347, swamp, twilightforest:fire_swamp, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2348, forest, twilightforest:dark_forest, MONSTER, creeperoverhaul:dark_oak_creeper, 75, 2, 2
2349, forest, twilightforest:dark_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2350, forest, twilightforest:dark_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2351, forest, twilightforest:dark_forest, MONSTER, quark:toretoise, 80, 2, 4
2352, forest, twilightforest:dark_forest, MONSTER, quark:stoneling, 80, 1, 1
2353, forest, twilightforest:dark_forest, CREATURE, minecraft:enderman, 5, 1, 4
2354, forest, twilightforest:dark_forest, CREATURE, minecraft:zombie, 10, 1, 4
2355, forest, twilightforest:dark_forest, CREATURE, minecraft:skeleton, 10, 1, 4
2356, forest, twilightforest:dark_forest, CREATURE, twilightforest:mist_wolf, 10, 1, 4
2357, forest, twilightforest:dark_forest, CREATURE, twilightforest:skeleton_druid, 10, 1, 4
2358, forest, twilightforest:dark_forest, CREATURE, twilightforest:king_spider, 10, 1, 4
2359, forest, twilightforest:dark_forest, CREATURE, twilightforest:kobold, 10, 1, 4
2360, forest, twilightforest:dark_forest, CREATURE, minecraft:witch, 5, 1, 1
2361, forest, twilightforest:dark_forest, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2362, forest, twilightforest:dark_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2363, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2364, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2365, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
2366, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2367, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2368, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
2369, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2370, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2371, forest, twilightforest:dark_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2372, forest, twilightforest:dark_forest_center, MONSTER, rottencreatures:undead_miner, 20, 1, 4
2373, forest, twilightforest:dark_forest_center, MONSTER, quark:toretoise, 80, 2, 4
2374, forest, twilightforest:dark_forest_center, MONSTER, quark:stoneling, 80, 1, 1
2375, forest, twilightforest:dark_forest_center, CREATURE, aquaculture:starshell_turtle, 10, 1, 2
2376, forest, twilightforest:dark_forest_center, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
2377, forest, twilightforest:dark_forest_center, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
2378, forest, twilightforest:dark_forest_center, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2379, forest, twilightforest:dark_forest_center, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
